"country_code","series_code","year","value"
ECS,EG.USE.COMM.GD.PP.KD,"2013",114.7133235
ECS,EG.USE.COMM.GD.PP.KD,"2014",107.9988136
ECS,EG.USE.COMM.GD.PP.KD,"2015",NA
ECS,IT.NET.USER.P2,"2006",38.01534504
ECS,IT.NET.USER.P2,"2007",43.61616867
ECS,IT.NET.USER.P2,"2008",47.31843651
ECS,IT.NET.USER.P2,"2009",50.54062025
ECS,IT.NET.USER.P2,"2010",56.09402548
ECS,IT.NET.USER.P2,"2011",58.81028076
ECS,IT.NET.USER.P2,"2012",63.60314941
ECS,IT.NET.USER.P2,"2013",66.32368116
ECS,IT.NET.USER.P2,"2014",68.99720789
ECS,IT.NET.USER.P2,"2015",70.10691957
ECU,EG.USE.COMM.GD.PP.KD,"2006",75.98329266
ECU,EG.USE.COMM.GD.PP.KD,"2007",84.11931118
ECU,EG.USE.COMM.GD.PP.KD,"2008",72.86204764
ECU,EG.USE.COMM.GD.PP.KD,"2009",86.30023945
ECU,EG.USE.COMM.GD.PP.KD,"2010",84.2638179
ECU,EG.USE.COMM.GD.PP.KD,"2011",82.72149033
ECU,EG.USE.COMM.GD.PP.KD,"2012",77.30439924
ECU,EG.USE.COMM.GD.PP.KD,"2013",79.36394887
ECU,EG.USE.COMM.GD.PP.KD,"2014",81.79565034
ECU,EG.USE.COMM.GD.PP.KD,"2015",NA
ECU,IT.NET.USER.P2,"2006",7.2
ECU,IT.NET.USER.P2,"2007",10.8
ECU,IT.NET.USER.P2,"2008",18.8
ECU,IT.NET.USER.P2,"2009",24.6
ECU,IT.NET.USER.P2,"2010",29.03
ECU,IT.NET.USER.P2,"2011",31.36680836
ECU,IT.NET.USER.P2,"2012",35.13514645
ECU,IT.NET.USER.P2,"2013",40.27912194
ECU,IT.NET.USER.P2,"2014",45.59039067
ECU,IT.NET.USER.P2,"2015",48.94043379
EGY,EG.USE.COMM.GD.PP.KD,"2006",98.95268056
EGY,EG.USE.COMM.GD.PP.KD,"2007",98.9752781
EGY,EG.USE.COMM.GD.PP.KD,"2008",95.9463983
EGY,EG.USE.COMM.GD.PP.KD,"2009",93.78789806
EGY,EG.USE.COMM.GD.PP.KD,"2010",87.4982003
EGY,EG.USE.COMM.GD.PP.KD,"2011",90.22080733
EGY,EG.USE.COMM.GD.PP.KD,"2012",90.73543286
EGY,EG.USE.COMM.GD.PP.KD,"2013",85.11875814
EGY,EG.USE.COMM.GD.PP.KD,"2014",82.49034519
EGY,EG.USE.COMM.GD.PP.KD,"2015",NA
EGY,IT.NET.USER.P2,"2006",13.66
EGY,IT.NET.USER.P2,"2007",16.03
EGY,IT.NET.USER.P2,"2008",18.01
EGY,IT.NET.USER.P2,"2009",20.0
EGY,IT.NET.USER.P2,"2010",21.6
EGY,IT.NET.USER.P2,"2011",25.6
EGY,IT.NET.USER.P2,"2012",26.4
EGY,IT.NET.USER.P2,"2013",29.4
EGY,IT.NET.USER.P2,"2014",33.89460391
EGY,IT.NET.USER.P2,"2015",37.81938343
EMU,EG.USE.COMM.GD.PP.KD,"2006",103.6228535
EMU,EG.USE.COMM.GD.PP.KD,"2007",98.849256
EMU,EG.USE.COMM.GD.PP.KD,"2008",98.19178277
EMU,EG.USE.COMM.GD.PP.KD,"2009",97.18094294
EMU,EG.USE.COMM.GD.PP.KD,"2010",98.59571261
EMU,EG.USE.COMM.GD.PP.KD,"2011",93.12994104
EMU,EG.USE.COMM.GD.PP.KD,"2012",93.11857631
EMU,EG.USE.COMM.GD.PP.KD,"2013",92.58933871
EMU,EG.USE.COMM.GD.PP.KD,"2014",87.94252028
EMU,EG.USE.COMM.GD.PP.KD,"2015",87.51175773
EMU,IT.NET.USER.P2,"2006",54.80103474
EMU,IT.NET.USER.P2,"2007",61.25825566
EMU,IT.NET.USER.P2,"2008",64.73270437
EMU,IT.NET.USER.P2,"2009",67.04301592
EMU,IT.NET.USER.P2,"2010",70.96600478
EMU,IT.NET.USER.P2,"2011",71.9737843
EMU,IT.NET.USER.P2,"2012",74.09820222
EMU,IT.NET.USER.P2,"2013",75.85276951
EMU,IT.NET.USER.P2,"2014",77.11958965
EMU,IT.NET.USER.P2,"2015",77.51276581
ERI,EG.USE.COMM.GD.PP.KD,"2006",108.4222999
ERI,EG.USE.COMM.GD.PP.KD,"2007",110.4003181
ERI,EG.USE.COMM.GD.PP.KD,"2008",115.1251576
ERI,EG.USE.COMM.GD.PP.KD,"2009",118.6101477
ERI,EG.USE.COMM.GD.PP.KD,"2010",119.1186296
ERI,EG.USE.COMM.GD.PP.KD,"2011",112.3866684
ERI,EG.USE.COMM.GD.PP.KD,"2012",NA
ERI,EG.USE.COMM.GD.PP.KD,"2013",NA
ERI,EG.USE.COMM.GD.PP.KD,"2014",NA
ERI,EG.USE.COMM.GD.PP.KD,"2015",NA
ERI,IT.NET.USER.P2,"2006",NA
ERI,IT.NET.USER.P2,"2007",0.41
ERI,IT.NET.USER.P2,"2008",0.47
ERI,IT.NET.USER.P2,"2009",0.54
ERI,IT.NET.USER.P2,"2010",0.61
ERI,IT.NET.USER.P2,"2011",0.7
ERI,IT.NET.USER.P2,"2012",0.8
ERI,IT.NET.USER.P2,"2013",0.9
ERI,IT.NET.USER.P2,"2014",0.99
ERI,IT.NET.USER.P2,"2015",1.083733116
ESP,EG.USE.COMM.GD.PP.KD,"2006",94.77746246
ESP,EG.USE.COMM.GD.PP.KD,"2007",92.63227843
ESP,EG.USE.COMM.GD.PP.KD,"2008",88.58281106
ESP,EG.USE.COMM.GD.PP.KD,"2009",84.45571955
ESP,EG.USE.COMM.GD.PP.KD,"2010",84.37780335
ESP,EG.USE.COMM.GD.PP.KD,"2011",83.87369382
ESP,EG.USE.COMM.GD.PP.KD,"2012",86.25644555
ESP,EG.USE.COMM.GD.PP.KD,"2013",81.88378667
ESP,EG.USE.COMM.GD.PP.KD,"2014",79.00654829
ESP,EG.USE.COMM.GD.PP.KD,"2015",79.6298846
ESP,IT.NET.USER.P2,"2006",50.37
ESP,IT.NET.USER.P2,"2007",55.11
ESP,IT.NET.USER.P2,"2008",59.6
ESP,IT.NET.USER.P2,"2009",62.4
ESP,IT.NET.USER.P2,"2010",65.8
ESP,IT.NET.USER.P2,"2011",67.08999939
ESP,IT.NET.USER.P2,"2012",69.80999994
ESP,IT.NET.USER.P2,"2013",71.635
ESP,IT.NET.USER.P2,"2014",76.19
ESP,IT.NET.USER.P2,"2015",78.6896
EST,EG.USE.COMM.GD.PP.KD,"2006",149.2188584
EST,EG.USE.COMM.GD.PP.KD,"2007",154.9711584
EST,EG.USE.COMM.GD.PP.KD,"2008",158.0893386
EST,EG.USE.COMM.GD.PP.KD,"2009",164.4578577
EST,EG.USE.COMM.GD.PP.KD,"2010",185.6885092
EST,EG.USE.COMM.GD.PP.KD,"2011",172.6650182
EST,EG.USE.COMM.GD.PP.KD,"2012",162.4781187
EST,EG.USE.COMM.GD.PP.KD,"2013",175.9043925
EST,EG.USE.COMM.GD.PP.KD,"2014",169.3837005
EST,EG.USE.COMM.GD.PP.KD,"2015",151.4842105
EST,IT.NET.USER.P2,"2006",63.51
EST,IT.NET.USER.P2,"2007",66.19
EST,IT.NET.USER.P2,"2008",70.58
EST,IT.NET.USER.P2,"2009",72.5
EST,IT.NET.USER.P2,"2010",74.1
EST,IT.NET.USER.P2,"2011",76.5
EST,IT.NET.USER.P2,"2012",78.38992593
EST,IT.NET.USER.P2,"2013",80.0043
EST,IT.NET.USER.P2,"2014",84.24152803
EST,IT.NET.USER.P2,"2015",88.4118116
ETH,EG.USE.COMM.GD.PP.KD,"2006",609.87441
ETH,EG.USE.COMM.GD.PP.KD,"2007",564.346746
ETH,EG.USE.COMM.GD.PP.KD,"2008",524.8014782
ETH,EG.USE.COMM.GD.PP.KD,"2009",495.795969
ETH,EG.USE.COMM.GD.PP.KD,"2010",452.9059516
ETH,EG.USE.COMM.GD.PP.KD,"2011",421.1290251
ETH,EG.USE.COMM.GD.PP.KD,"2012",398.748702
ETH,EG.USE.COMM.GD.PP.KD,"2013",373.1672919
ETH,EG.USE.COMM.GD.PP.KD,"2014",348.7575923
ETH,EG.USE.COMM.GD.PP.KD,"2015",NA
ETH,IT.NET.USER.P2,"2006",0.310592657
ETH,IT.NET.USER.P2,"2007",0.37
ETH,IT.NET.USER.P2,"2008",0.45
ETH,IT.NET.USER.P2,"2009",0.54
ETH,IT.NET.USER.P2,"2010",0.75
ETH,IT.NET.USER.P2,"2011",1.1
ETH,IT.NET.USER.P2,"2012",2.9
ETH,IT.NET.USER.P2,"2013",4.6
ETH,IT.NET.USER.P2,"2014",7.7
ETH,IT.NET.USER.P2,"2015",13.85517556
EUU,EG.USE.COMM.GD.PP.KD,"2006",106.2459602
EUU,EG.USE.COMM.GD.PP.KD,"2007",101.149616
EUU,EG.USE.COMM.GD.PP.KD,"2008",100.0209903
EUU,EG.USE.COMM.GD.PP.KD,"2009",98.46317928
EUU,EG.USE.COMM.GD.PP.KD,"2010",100.2893846
EUU,EG.USE.COMM.GD.PP.KD,"2011",94.75465892
EUU,EG.USE.COMM.GD.PP.KD,"2012",94.41465751
EUU,EG.USE.COMM.GD.PP.KD,"2013",93.06181669
EUU,EG.USE.COMM.GD.PP.KD,"2014",87.96529546
EUU,EG.USE.COMM.GD.PP.KD,"2015",86.83562339
EUU,IT.NET.USER.P2,"2006",54.5192848
EUU,IT.NET.USER.P2,"2007",60.29466552
EUU,IT.NET.USER.P2,"2008",64.21764313
EUU,IT.NET.USER.P2,"2009",67.27798828
EUU,IT.NET.USER.P2,"2010",70.71315032
EUU,IT.NET.USER.P2,"2011",71.63025008
EUU,IT.NET.USER.P2,"2012",73.83414009
EUU,IT.NET.USER.P2,"2013",75.686771
EUU,IT.NET.USER.P2,"2014",77.31226509
EUU,IT.NET.USER.P2,"2015",77.78537801
FCS,EG.USE.COMM.GD.PP.KD,"2006",133.5982619
FCS,EG.USE.COMM.GD.PP.KD,"2007",127.1053355
FCS,EG.USE.COMM.GD.PP.KD,"2008",125.4695798
FCS,EG.USE.COMM.GD.PP.KD,"2009",128.5342144
FCS,EG.USE.COMM.GD.PP.KD,"2010",127.1425525
FCS,EG.USE.COMM.GD.PP.KD,"2011",135.6906099
FCS,EG.USE.COMM.GD.PP.KD,"2012",127.7182253
FCS,EG.USE.COMM.GD.PP.KD,"2013",130.3987481
FCS,EG.USE.COMM.GD.PP.KD,"2014",NA
FCS,EG.USE.COMM.GD.PP.KD,"2015",NA
FCS,IT.NET.USER.P2,"2006",1.912450215
FCS,IT.NET.USER.P2,"2007",2.982722663
FCS,IT.NET.USER.P2,"2008",3.028238899
FCS,IT.NET.USER.P2,"2009",3.919145859
FCS,IT.NET.USER.P2,"2010",6.048094521
FCS,IT.NET.USER.P2,"2011",6.883777847
FCS,IT.NET.USER.P2,"2012",8.481737554
FCS,IT.NET.USER.P2,"2013",10.30789258
FCS,IT.NET.USER.P2,"2014",12.40535299
FCS,IT.NET.USER.P2,"2015",16.25598183
FIN,EG.USE.COMM.GD.PP.KD,"2006",175.4018316
FIN,EG.USE.COMM.GD.PP.KD,"2007",164.2417382
FIN,EG.USE.COMM.GD.PP.KD,"2008",156.6466133
FIN,EG.USE.COMM.GD.PP.KD,"2009",161.2723291
FIN,EG.USE.COMM.GD.PP.KD,"2010",171.3702245
FIN,EG.USE.COMM.GD.PP.KD,"2011",160.6949467
FIN,EG.USE.COMM.GD.PP.KD,"2012",157.236494
FIN,EG.USE.COMM.GD.PP.KD,"2013",155.1227272
FIN,EG.USE.COMM.GD.PP.KD,"2014",159.2452577
FIN,EG.USE.COMM.GD.PP.KD,"2015",152.1425733
FIN,IT.NET.USER.P2,"2006",79.66
FIN,IT.NET.USER.P2,"2007",80.78
FIN,IT.NET.USER.P2,"2008",83.67
FIN,IT.NET.USER.P2,"2009",82.49
FIN,IT.NET.USER.P2,"2010",86.89
FIN,IT.NET.USER.P2,"2011",88.70999491
FIN,IT.NET.USER.P2,"2012",89.87999797
FIN,IT.NET.USER.P2,"2013",91.5144
FIN,IT.NET.USER.P2,"2014",86.53039275
FIN,IT.NET.USER.P2,"2015",86.42213333
FJI,EG.USE.COMM.GD.PP.KD,"2006",89.92171453
FJI,EG.USE.COMM.GD.PP.KD,"2007",85.01473436
FJI,EG.USE.COMM.GD.PP.KD,"2008",NA
FJI,EG.USE.COMM.GD.PP.KD,"2009",NA
FJI,EG.USE.COMM.GD.PP.KD,"2010",NA
FJI,EG.USE.COMM.GD.PP.KD,"2011",NA
FJI,EG.USE.COMM.GD.PP.KD,"2012",NA
FJI,EG.USE.COMM.GD.PP.KD,"2013",NA
FJI,EG.USE.COMM.GD.PP.KD,"2014",NA
FJI,EG.USE.COMM.GD.PP.KD,"2015",NA
FJI,IT.NET.USER.P2,"2006",9.6000384
FJI,IT.NET.USER.P2,"2007",10.89783105
FJI,IT.NET.USER.P2,"2008",13.0
FJI,IT.NET.USER.P2,"2009",17.0
FJI,IT.NET.USER.P2,"2010",20.0
FJI,IT.NET.USER.P2,"2011",28.0
FJI,IT.NET.USER.P2,"2012",33.74235675
FJI,IT.NET.USER.P2,"2013",35.2
FJI,IT.NET.USER.P2,"2014",37.4
FJI,IT.NET.USER.P2,"2015",42.5
FRA,EG.USE.COMM.GD.PP.KD,"2006",112.8667106
FRA,EG.USE.COMM.GD.PP.KD,"2007",109.0053009
FRA,EG.USE.COMM.GD.PP.KD,"2008",109.2711649
FRA,EG.USE.COMM.GD.PP.KD,"2009",107.73644
FRA,EG.USE.COMM.GD.PP.KD,"2010",108.9880854
FRA,EG.USE.COMM.GD.PP.KD,"2011",102.7512583
FRA,EG.USE.COMM.GD.PP.KD,"2012",102.7824549
FRA,EG.USE.COMM.GD.PP.KD,"2013",102.637407
FRA,EG.USE.COMM.GD.PP.KD,"2014",97.50805545
FRA,EG.USE.COMM.GD.PP.KD,"2015",97.69319543
FRA,IT.NET.USER.P2,"2006",46.87
FRA,IT.NET.USER.P2,"2007",66.09
FRA,IT.NET.USER.P2,"2008",70.68
FRA,IT.NET.USER.P2,"2009",71.58
FRA,IT.NET.USER.P2,"2010",77.28
FRA,IT.NET.USER.P2,"2011",77.81999899
FRA,IT.NET.USER.P2,"2012",81.44
FRA,IT.NET.USER.P2,"2013",81.9198
FRA,IT.NET.USER.P2,"2014",83.75
FRA,IT.NET.USER.P2,"2015",78.01
FRO,EG.USE.COMM.GD.PP.KD,"2006",NA
FRO,EG.USE.COMM.GD.PP.KD,"2007",NA
FRO,EG.USE.COMM.GD.PP.KD,"2008",NA
FRO,EG.USE.COMM.GD.PP.KD,"2009",NA
FRO,EG.USE.COMM.GD.PP.KD,"2010",NA
FRO,EG.USE.COMM.GD.PP.KD,"2011",NA
FRO,EG.USE.COMM.GD.PP.KD,"2012",NA
FRO,EG.USE.COMM.GD.PP.KD,"2013",NA
FRO,EG.USE.COMM.GD.PP.KD,"2014",NA
FRO,EG.USE.COMM.GD.PP.KD,"2015",NA
FRO,IT.NET.USER.P2,"2006",69.35944512
FRO,IT.NET.USER.P2,"2007",75.98
FRO,IT.NET.USER.P2,"2008",75.57
FRO,IT.NET.USER.P2,"2009",75.18
FRO,IT.NET.USER.P2,"2010",75.2
FRO,IT.NET.USER.P2,"2011",80.7321728
FRO,IT.NET.USER.P2,"2012",85.33518924
FRO,IT.NET.USER.P2,"2013",90.0
FRO,IT.NET.USER.P2,"2014",93.3
FRO,IT.NET.USER.P2,"2015",94.2
FSM,EG.USE.COMM.GD.PP.KD,"2006",NA
FSM,EG.USE.COMM.GD.PP.KD,"2007",NA
FSM,EG.USE.COMM.GD.PP.KD,"2008",NA
FSM,EG.USE.COMM.GD.PP.KD,"2009",NA
FSM,EG.USE.COMM.GD.PP.KD,"2010",NA
FSM,EG.USE.COMM.GD.PP.KD,"2011",NA
FSM,EG.USE.COMM.GD.PP.KD,"2012",NA
FSM,EG.USE.COMM.GD.PP.KD,"2013",NA
FSM,EG.USE.COMM.GD.PP.KD,"2014",NA
FSM,EG.USE.COMM.GD.PP.KD,"2015",NA
FSM,IT.NET.USER.P2,"2006",12.75033925
FSM,IT.NET.USER.P2,"2007",13.62113273
FSM,IT.NET.USER.P2,"2008",14.49
FSM,IT.NET.USER.P2,"2009",15.35
FSM,IT.NET.USER.P2,"2010",20.0
FSM,IT.NET.USER.P2,"2011",22.8
FSM,IT.NET.USER.P2,"2012",25.974423
FSM,IT.NET.USER.P2,"2013",27.8
FSM,IT.NET.USER.P2,"2014",29.65
FSM,IT.NET.USER.P2,"2015",31.50108128
GAB,EG.USE.COMM.GD.PP.KD,"2006",147.4351161
GAB,EG.USE.COMM.GD.PP.KD,"2007",154.9084065
GAB,EG.USE.COMM.GD.PP.KD,"2008",176.062335
GAB,EG.USE.COMM.GD.PP.KD,"2009",192.3576779
GAB,EG.USE.COMM.GD.PP.KD,"2010",201.7755272
GAB,EG.USE.COMM.GD.PP.KD,"2011",151.7201912
GAB,EG.USE.COMM.GD.PP.KD,"2012",127.7386275
GAB,EG.USE.COMM.GD.PP.KD,"2013",176.5455263
GAB,EG.USE.COMM.GD.PP.KD,"2014",162.23287
GAB,EG.USE.COMM.GD.PP.KD,"2015",NA
GAB,IT.NET.USER.P2,"2006",5.489200803
GAB,IT.NET.USER.P2,"2007",5.767004576
GAB,IT.NET.USER.P2,"2008",7.5
GAB,IT.NET.USER.P2,"2009",9.5
GAB,IT.NET.USER.P2,"2010",13.0
GAB,IT.NET.USER.P2,"2011",18.0
GAB,IT.NET.USER.P2,"2012",24.0
GAB,IT.NET.USER.P2,"2013",30.53803344
GAB,IT.NET.USER.P2,"2014",38.07120929
GAB,IT.NET.USER.P2,"2015",45.78453653
GBR,EG.USE.COMM.GD.PP.KD,"2006",95.22270026
GBR,EG.USE.COMM.GD.PP.KD,"2007",89.66281854
GBR,EG.USE.COMM.GD.PP.KD,"2008",88.69869509
GBR,EG.USE.COMM.GD.PP.KD,"2009",87.27453076
GBR,EG.USE.COMM.GD.PP.KD,"2010",88.83376352
GBR,EG.USE.COMM.GD.PP.KD,"2011",81.18852506
GBR,EG.USE.COMM.GD.PP.KD,"2012",82.47819794
GBR,EG.USE.COMM.GD.PP.KD,"2013",79.88767021
GBR,EG.USE.COMM.GD.PP.KD,"2014",72.59382941
GBR,EG.USE.COMM.GD.PP.KD,"2015",71.16476162
GBR,IT.NET.USER.P2,"2006",68.82
GBR,IT.NET.USER.P2,"2007",75.09
GBR,IT.NET.USER.P2,"2008",78.39
GBR,IT.NET.USER.P2,"2009",83.56
GBR,IT.NET.USER.P2,"2010",85.0
GBR,IT.NET.USER.P2,"2011",85.37999855
GBR,IT.NET.USER.P2,"2012",87.47999842
GBR,IT.NET.USER.P2,"2013",89.8441
GBR,IT.NET.USER.P2,"2014",91.61
GBR,IT.NET.USER.P2,"2015",92.0003
GEO,EG.USE.COMM.GD.PP.KD,"2006",134.9313299
GEO,EG.USE.COMM.GD.PP.KD,"2007",132.3799909
GEO,EG.USE.COMM.GD.PP.KD,"2008",116.3453682
GEO,EG.USE.COMM.GD.PP.KD,"2009",124.4088096
GEO,EG.USE.COMM.GD.PP.KD,"2010",118.1038878
GEO,EG.USE.COMM.GD.PP.KD,"2011",125.0395064
GEO,EG.USE.COMM.GD.PP.KD,"2012",122.9191509
GEO,EG.USE.COMM.GD.PP.KD,"2013",125.0478362
GEO,EG.USE.COMM.GD.PP.KD,"2014",134.6267434
GEO,EG.USE.COMM.GD.PP.KD,"2015",NA
GEO,IT.NET.USER.P2,"2006",7.526876845
GEO,IT.NET.USER.P2,"2007",8.26
GEO,IT.NET.USER.P2,"2008",10.01
GEO,IT.NET.USER.P2,"2009",20.07
GEO,IT.NET.USER.P2,"2010",26.9
GEO,IT.NET.USER.P2,"2011",31.52
GEO,IT.NET.USER.P2,"2012",36.94
GEO,IT.NET.USER.P2,"2013",43.3
GEO,IT.NET.USER.P2,"2014",44.0
GEO,IT.NET.USER.P2,"2015",47.56975964
GHA,EG.USE.COMM.GD.PP.KD,"2006",107.7244102
GHA,EG.USE.COMM.GD.PP.KD,"2007",103.2452867
GHA,EG.USE.COMM.GD.PP.KD,"2008",94.59633373
GHA,EG.USE.COMM.GD.PP.KD,"2009",97.71678269
GHA,EG.USE.COMM.GD.PP.KD,"2010",98.76974812
GHA,EG.USE.COMM.GD.PP.KD,"2011",92.44545726
GHA,EG.USE.COMM.GD.PP.KD,"2012",91.54373312
GHA,EG.USE.COMM.GD.PP.KD,"2013",89.25021371
GHA,EG.USE.COMM.GD.PP.KD,"2014",86.60767506
GHA,EG.USE.COMM.GD.PP.KD,"2015",NA
GHA,IT.NET.USER.P2,"2006",2.723175973
GHA,IT.NET.USER.P2,"2007",3.85
GHA,IT.NET.USER.P2,"2008",4.27
GHA,IT.NET.USER.P2,"2009",5.44
GHA,IT.NET.USER.P2,"2010",7.8
GHA,IT.NET.USER.P2,"2011",9.0
GHA,IT.NET.USER.P2,"2012",10.6
GHA,IT.NET.USER.P2,"2013",15.0
GHA,IT.NET.USER.P2,"2014",25.51773743
GHA,IT.NET.USER.P2,"2015",31.44785241
GIB,EG.USE.COMM.GD.PP.KD,"2006",NA
GIB,EG.USE.COMM.GD.PP.KD,"2007",NA
GIB,EG.USE.COMM.GD.PP.KD,"2008",NA
GIB,EG.USE.COMM.GD.PP.KD,"2009",NA
GIB,EG.USE.COMM.GD.PP.KD,"2010",NA
GIB,EG.USE.COMM.GD.PP.KD,"2011",NA
GIB,EG.USE.COMM.GD.PP.KD,"2012",NA
GIB,EG.USE.COMM.GD.PP.KD,"2013",NA
GIB,EG.USE.COMM.GD.PP.KD,"2014",NA
GIB,EG.USE.COMM.GD.PP.KD,"2015",NA
GIB,IT.NET.USER.P2,"2006",45.29864751
GIB,IT.NET.USER.P2,"2007",51.61
GIB,IT.NET.USER.P2,"2008",58.0
GIB,IT.NET.USER.P2,"2009",65.07
GIB,IT.NET.USER.P2,"2010",65.0
GIB,IT.NET.USER.P2,"2011",65.0
GIB,IT.NET.USER.P2,"2012",65.017
GIB,IT.NET.USER.P2,"2013",NA
GIB,IT.NET.USER.P2,"2014",NA
GIB,IT.NET.USER.P2,"2015",NA
GIN,EG.USE.COMM.GD.PP.KD,"2006",NA
GIN,EG.USE.COMM.GD.PP.KD,"2007",NA
GIN,EG.USE.COMM.GD.PP.KD,"2008",NA
GIN,EG.USE.COMM.GD.PP.KD,"2009",NA
GIN,EG.USE.COMM.GD.PP.KD,"2010",NA
GIN,EG.USE.COMM.GD.PP.KD,"2011",NA
GIN,EG.USE.COMM.GD.PP.KD,"2012",NA
GIN,EG.USE.COMM.GD.PP.KD,"2013",NA
GIN,EG.USE.COMM.GD.PP.KD,"2014",NA
GIN,EG.USE.COMM.GD.PP.KD,"2015",NA
GIN,IT.NET.USER.P2,"2006",0.637492123
GIN,IT.NET.USER.P2,"2007",0.780025279
GIN,IT.NET.USER.P2,"2008",0.92
GIN,IT.NET.USER.P2,"2009",0.94
GIN,IT.NET.USER.P2,"2010",1.0
GIN,IT.NET.USER.P2,"2011",2.0
GIN,IT.NET.USER.P2,"2012",3.1
GIN,IT.NET.USER.P2,"2013",4.5
GIN,IT.NET.USER.P2,"2014",6.4
GIN,IT.NET.USER.P2,"2015",8.2
GMB,EG.USE.COMM.GD.PP.KD,"2006",50.91066476
GMB,EG.USE.COMM.GD.PP.KD,"2007",57.31466542
GMB,EG.USE.COMM.GD.PP.KD,"2008",NA
GMB,EG.USE.COMM.GD.PP.KD,"2009",NA
GMB,EG.USE.COMM.GD.PP.KD,"2010",NA
GMB,EG.USE.COMM.GD.PP.KD,"2011",NA
GMB,EG.USE.COMM.GD.PP.KD,"2012",NA
GMB,EG.USE.COMM.GD.PP.KD,"2013",NA
GMB,EG.USE.COMM.GD.PP.KD,"2014",NA
GMB,EG.USE.COMM.GD.PP.KD,"2015",NA
GMB,IT.NET.USER.P2,"2006",5.237691158
GMB,IT.NET.USER.P2,"2007",6.205037419
GMB,IT.NET.USER.P2,"2008",6.88
GMB,IT.NET.USER.P2,"2009",7.63
GMB,IT.NET.USER.P2,"2010",9.2
GMB,IT.NET.USER.P2,"2011",10.8703
GMB,IT.NET.USER.P2,"2012",12.44922872
GMB,IT.NET.USER.P2,"2013",14.0
GMB,IT.NET.USER.P2,"2014",15.56
GMB,IT.NET.USER.P2,"2015",16.5
GNB,EG.USE.COMM.GD.PP.KD,"2006",47.60278867
GNB,EG.USE.COMM.GD.PP.KD,"2007",48.65964548
GNB,EG.USE.COMM.GD.PP.KD,"2008",NA
GNB,EG.USE.COMM.GD.PP.KD,"2009",NA
GNB,EG.USE.COMM.GD.PP.KD,"2010",NA
GNB,EG.USE.COMM.GD.PP.KD,"2011",NA
GNB,EG.USE.COMM.GD.PP.KD,"2012",NA
GNB,EG.USE.COMM.GD.PP.KD,"2013",NA
GNB,EG.USE.COMM.GD.PP.KD,"2014",NA
GNB,EG.USE.COMM.GD.PP.KD,"2015",NA
GNB,IT.NET.USER.P2,"2006",2.057196705
GNB,IT.NET.USER.P2,"2007",2.206302237
GNB,IT.NET.USER.P2,"2008",2.354888711
GNB,IT.NET.USER.P2,"2009",2.303280592
GNB,IT.NET.USER.P2,"2010",2.45
GNB,IT.NET.USER.P2,"2011",2.672
GNB,IT.NET.USER.P2,"2012",2.893990621
GNB,IT.NET.USER.P2,"2013",3.1
GNB,IT.NET.USER.P2,"2014",3.32
GNB,IT.NET.USER.P2,"2015",3.540706917
GNQ,EG.USE.COMM.GD.PP.KD,"2006",58.73573252
GNQ,EG.USE.COMM.GD.PP.KD,"2007",59.62759827
GNQ,EG.USE.COMM.GD.PP.KD,"2008",NA
GNQ,EG.USE.COMM.GD.PP.KD,"2009",NA
GNQ,EG.USE.COMM.GD.PP.KD,"2010",NA
GNQ,EG.USE.COMM.GD.PP.KD,"2011",NA
GNQ,EG.USE.COMM.GD.PP.KD,"2012",NA
GNQ,EG.USE.COMM.GD.PP.KD,"2013",NA
GNQ,EG.USE.COMM.GD.PP.KD,"2014",NA
GNQ,EG.USE.COMM.GD.PP.KD,"2015",NA
GNQ,IT.NET.USER.P2,"2006",1.279193596
GNQ,IT.NET.USER.P2,"2007",1.557123059
GNQ,IT.NET.USER.P2,"2008",1.82
GNQ,IT.NET.USER.P2,"2009",2.13
GNQ,IT.NET.USER.P2,"2010",6.0
GNQ,IT.NET.USER.P2,"2011",11.5
GNQ,IT.NET.USER.P2,"2012",13.94318219
GNQ,IT.NET.USER.P2,"2013",16.4
GNQ,IT.NET.USER.P2,"2014",18.86
GNQ,IT.NET.USER.P2,"2015",21.31999999
GRC,EG.USE.COMM.GD.PP.KD,"2006",88.08423018
GRC,EG.USE.COMM.GD.PP.KD,"2007",85.26405223
GRC,EG.USE.COMM.GD.PP.KD,"2008",86.11499372
GRC,EG.USE.COMM.GD.PP.KD,"2009",87.07277952
GRC,EG.USE.COMM.GD.PP.KD,"2010",86.40615698
GRC,EG.USE.COMM.GD.PP.KD,"2011",92.105631
GRC,EG.USE.COMM.GD.PP.KD,"2012",98.63749517
GRC,EG.USE.COMM.GD.PP.KD,"2013",89.61522322
GRC,EG.USE.COMM.GD.PP.KD,"2014",88.19576763
GRC,EG.USE.COMM.GD.PP.KD,"2015",90.27901713
GRC,IT.NET.USER.P2,"2006",32.25
GRC,IT.NET.USER.P2,"2007",35.88
GRC,IT.NET.USER.P2,"2008",38.2
GRC,IT.NET.USER.P2,"2009",42.4
GRC,IT.NET.USER.P2,"2010",44.4
GRC,IT.NET.USER.P2,"2011",51.64999517
GRC,IT.NET.USER.P2,"2012",55.06999344
GRC,IT.NET.USER.P2,"2013",59.8663
GRC,IT.NET.USER.P2,"2014",63.21
GRC,IT.NET.USER.P2,"2015",66.835
